email_text,category,urgency
somebody should go to andros and steal ice,spam,low
u too,spam,low
c dc b b e bfd,request,medium
o guess they both got screwd,spam,low
bae c bf a f dd,request,medium
themob check out our newest selection of content games tones gossip babes and sport keep your mobile fit and funky text wap to,spam,low
c fa dd f a ea ee f dc f,request,medium
match started india lt gt for,spam,low
e f adb ca ad f f ee,request,medium
dd fa f aee fab fc de,request,medium
u ve bin awarded to play instant cash call to claim every th player wins min optout,spam,low
wewa is iriver all mb,spam,low
a a a fd fc fa ace,request,medium
fbe ce d a de bf d b a,request,medium
c b c f afd b c b e a f,request,medium
dd a fe d f f a,request,medium
superb,feedback,low
not good as expected,feedback,low
e b e ca d c a b eef dfd,request,medium
f ff c d b d fdd fe aaa a,request,medium
i want to sent lt gt mesages today thats y sorry if i hurts,spam,low
ec a c c e c fcd a d,request,medium
mon okie lor haha best is cheap n gd food la ex oso okie depends on whether wana eat western or chinese food den which u prefer,spam,low
b b f a e b fc fa d df,request,medium
yup i ve finished c there,spam,low
efab b e c beec a c a e,request,medium
a e e ffa d ae c,request,medium
c b b b ec ce e a e e,request,medium
so why didnt you holla,spam,low
ff d aa ac a c e e e de,request,medium
fbacb e f b d e a d b a d,request,medium
bb eab d ae a c d b,request,medium
af f a a bb af af,request,medium
nah man my car is meant to be crammed full of people,spam,low
a a f b f bdeb b,request,medium
wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,spam,low
amazing,feedback,low
value for money,feedback,low
a b acc ed a da e b,request,medium
buzzzz grins did i buzz your ass buzz your chest buzz your cock where do you keep your phone is the vibrator on did you feel it shake,spam,low
or remind me in a few hrs,spam,low
do u knw dis no lt gt,spam,low
c d ee e f d f c e,request,medium
a c c fe aa f ebd f,request,medium
def bb c a d e e b fac,request,medium
be ed d bc c c f c,request,medium
ce cd d d b c c cafd eeebcd,request,medium
do you like italian food,spam,low
i wnt to buy a bmw car urgently its vry urgent but hv a shortage of lt gt lacs there is no source to arng dis amt lt gt lacs thats my prob,spam,low
be b b f a a b cb a,request,medium
a d ce b e b cd f ecf db,request,medium
e f bb d d af,request,medium
how s it feel mr your not my real valentine just my yo valentine even tho u hardly play,spam,low
f bff fe b e af c f e d eadf,request,medium
c aa ab a bc a ebbd,request,medium
d e e b a f bbf b b,request,medium
fb bac ae ab c fffce,request,medium
f f cd b ddffb cb,request,medium
cf c c c ac d e,request,medium
c a c f eab cb fb,request,medium
c be f da f d f e,request,medium
omg joanna is freaking me out she s looked thru all my friends to find photos of me and then she s asking about stuff on my myspace which i haven t even logged on in like a year,spam,low
value for money,feedback,low
did u got that persons story,spam,low
e c ccf d b ba a f c c d dc,request,medium
a d d e e b,request,medium
b e f bbb a ed f b,request,medium
f e c b bb a daeda dd,request,medium
de caa ab be d b,request,medium
d a a ab b aaf ff b,request,medium
ca f b f d ab b b,request,medium
c cd c b f b ee c bccd a,request,medium
a c d c c b b faf c,request,medium
d e c f a ce b c e,request,medium
c d a cadacfd,request,medium
a d e d c c f b aac,request,medium
df ca c b c b,request,medium
c b d e d a e a e c bc,request,medium
d f d c c e be a ad d a e,request,medium
ff d f ef b b e bc c d,request,medium
very good desain,feedback,low
db fded f c f fc c c,request,medium
tell them u have a headache and just want to use hour of sick time,spam,low
fd ab a b be d fcc b c,request,medium
i am back good journey let me know if you need any of the receipts shall i tell you like the pendent,spam,low
d a ca a fd b f df,request,medium
bd b d f d a d bca c,request,medium
honeybee said i m d sweetest in d world god laughed amp said wait u havnt met d person reading this msg moral even god can crack jokes gm gn ge gn,spam,low
f c b a a f a dea ab a,request,medium
you have come into my life and brought the sun shiny down on me warming my heart putting a constant smile on my face making me feel loved and cared for,spam,low
here is my new address apples pairs all that malarky,spam,low
vry small size mobile,feedback,low
wot student discount can u get on books,spam,low
i dont thnk its a wrong calling between us,spam,low
c d a bc f f acf,request,medium
a b e e e ce a de c,request,medium
ok she ll be ok i guess,spam,low
okey dokey i ll be over in a bit just sorting some stuff out,spam,low
hey are you going to quit soon xuhui and i working till end of the month,spam,low
thnx dude u guys out nite,spam,low
urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim y valid hrs only,spam,low
a f dd c b dba df,request,medium
xy trying smth now u eat already we havent,spam,low
powerful device,feedback,low
its hard to believe things like this all can say lie but think twice before saying anything to me,spam,low
e b e d a a,request,medium
rofl its true to its name,spam,low
fe f a f e aed f cb d cb,request,medium
ace a c b f a,request,medium
dc f e b eb bebe,request,medium
d e e f ad a db a b a ad,request,medium
do you want anytime any network mins text and a new video phone for only five pounds per week call now or reply for delivery tomorrow,spam,low
e f c cf d d b a dddcc c cd,request,medium
ff fcf acf d c afd c,request,medium
ebc e d e c fac f ae b,request,medium
f d c adf fe dab,request,medium
battery,feedback,low
yes i know the cheesy songs from frosty the snowman,spam,low
e b f d aa da bcc,request,medium
c d f c a c d e,request,medium
tmr timin still da same wat cos i got lesson until,spam,low
the sign of maturity is not when we start saying big things but actually it is when we start understanding small things have a nice evening bslvyl,spam,low
i m wif him now buying tix lar,spam,low
i m good have you registered to vote,spam,low
f e d a a dcccde ee,request,medium
f b f c a beb bd f,request,medium
ae e c d d e d d b e cfaa,request,medium
nyc,feedback,low
email alertfrom jeri stewartsize kbsubject low cost prescripiton drvgsto listen to email call,spam,low
ba ed d f e a a f c cd,request,medium
eb c dcc d aa c b a cca,request,medium
b e e dbc f e,request,medium
haha good to hear i m officially paid and on the market for an th,spam,low
ok try to do week end course in coimbatore,spam,low
c a e cf f bb e b,request,medium
k makes sense btw carlos is being difficult so you guys are gonna smoke while i go pick up the second batch and get gas,spam,low
a cb b de fe f,request,medium
good for sharp use,feedback,low
c c fa f a c a,request,medium
afd a d f da,request,medium
oh mr sheffield you wanna play that game okay you re the boss and i m the nanny you give me a raise and i ll give you one,spam,low
good very good,feedback,low
what should i eat fo lunch senor,spam,low
er mw im filled tuth is aight,spam,low
acf fa cdd f c fb f f f,request,medium
that seems unnecessarily affectionate,spam,low
k will do addie amp i are doing some art so i ll be here when you get home,spam,low
f abb a d ddd b a f,request,medium
camera,feedback,low
ada efd b b c c f c,request,medium
da e c b d a c,request,medium
simply sitting and watching match in office,spam,low
c abd ce db,request,medium
c f a ad b c a deab,request,medium
k do i need a login or anything,spam,low
fancy a shag i do interested sextextuk com txt xxuk suzy to txts cost per msg tncs on website x,spam,low
ff eba ba b e a ca,request,medium
i m done i m sorry i hope your next space gives you everything you want remember all the furniture is yours if i m not around when you move it just lock all the locks and leave the key with jenne,spam,low
c e b c c fca d d b cce,request,medium
c cc eee f b e b f e f,request,medium
not worth for the money,feedback,low
ab d f ec ade f b dbaceb,request,medium
d fe b a d ea dd,request,medium
f e a f f ad c e dbf d fb,request,medium
bd be b a aed ceb c b e,request,medium
e cf a b c d e ee,request,medium
u should make a fb list,spam,low
a aa a aa d f d,request,medium
dear why you mood off i cant drive so i brother to drive,spam,low
nice,feedback,low
b e ed c cc ecb ab a e c,request,medium
ad e d bee e,request,medium
dedd b bcd efb aed a,request,medium
c aab dc a b e e eda d,request,medium
b ed c f b c ae b f,request,medium
good,feedback,low
eh den sat u book e kb liao huh,spam,low
yup he msg me is tat yijue then i tot it s my group mate cos we meeting today mah i m askin if leaving earlier or wat mah cos mayb haf to walk v far,spam,low
i cant keep talking to people if am not sure i can pay them if they agree to price so pls tell me what you want to really buy and how much you are willing to pay,spam,low
f cef e b adc ae c ab,request,medium
i would but i m still cozy and exhausted from last night nobody went to school or work everything is closed,spam,low
a a f f ee bbd ca,request,medium
d c c e a a b f ad b,request,medium
bd c c d c d bdc a,request,medium
awesome,feedback,low
my battery is low babe,spam,low
sorry i ll call later,spam,low
hey we can go jazz power yoga hip hop kb and yogasana,spam,low
it s cool let me know before it kicks off around lt gt i ll be out and about all day,spam,low
excellent this redmi pro,feedback,low
f d f aea a a b c be,request,medium
received understood n acted upon,spam,low
can meh thgt some will clash really ah i dun mind i dun seen to have lost any weight gee,spam,low
really do hope the work doesnt get stressful have a gr day,spam,low
we not watching movie already xy wants shop so i m shopping w her now,spam,low
a be aa e f dc e d a c,request,medium
d e a e e c e,request,medium
e e f d a fb a c,request,medium
plz note if anyone calling from a mobile co amp asks u to type lt gt or lt gt do not do so disconnect the call coz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn,spam,low
i m home,spam,low
b ebc c ac b fd c,request,medium
b d b a c,request,medium
lol yes but it will add some spice to your day,spam,low
this message is from a great doctor in india do not drink appy fizz it contains cancer causing age,spam,low
what do u reckon as need arrange transport if u can t do it thanks,spam,low
gud,feedback,low
d ee e a a b e bb,request,medium
e a e c b e e d d d c,request,medium
you have an important customer service announcement call freephone now,spam,low
bad service for return,feedback,low
